edad,hombre,estrato_energia,tipo_ocupacion,maximo_nivel_educativo,ocupado,nivel_educativo_alto,grado_escolar_aprobado,actividad_ultima_semana,cotizante,pet,llave_hogar,llave_persona,llave_vivienda,horas_trabajadas,ingreso_total,tamanio_firma,informal,chunk,chunk_origen,ans_educ,nivel_educ,exp_potencial,estrato_factor,ln_ingreso_total,edu_may_10,mujer
27,1,3,1,7,1,6,5,1,1,1,1,3,4514438,45,3150000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,7.5,3,14.962913010801817,1,0
59,1,3,1,3,1,3,4,1,1,1,1,1,4514438,48,1166473.375,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,4,primaria,49,3,13.969495545493894,0,0
57,0,3,3,4,1,3,5,1,1,1,1,2,4514438,40,1300000,1,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,46,3,14.077874822431765,0,1
61,0,3,4,3,1,3,2,1,2,1,1,2,4514439,48,450000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,2,primaria,53,3,13.017002861746503,0,1
52,1,3,4,4,1,3,5,1,2,1,1,1,4514439,48,800000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,41,3,13.592367006650065,0,0
43,1,3,1,6,1,5,11,1,2,1,1,1,4514440,65,800000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,26,3,13.592367006650065,1,0
42,1,2,1,7,1,6,1,1,1,1,1,1,4514442,48,1403806.625,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11.5,terciaria,24.5,2,14.15469812260056,1,0
50,0,3,4,7,1,6,2,4,2,1,1,1,4514444,28,350000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,32,3,12.765688433465597,1,1
26,0,4,1,7,1,6,4,1,2,1,1,2,4514446,60,3000000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13,terciaria,7,4,14.914122846632385,1,1
48,0,4,5,5,1,4,9,1,2,1,1,1,4514446,60,4000000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,9,secundaria,33,4,15.201804919084164,0,1
36,1,3,4,6,1,5,11,6,2,1,1,1,4514447,70,1250000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,19,3,14.038654109278484,1,0
22,1,2,1,6,1,5,11,1,1,1,1,3,4514448,48,820857,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,5,2,13.618104195431933,1,0
41,0,3,1,7,1,6,5,1,1,1,1,5,4514449,48,3250000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,21.5,3,14.994165554305921,1,1
44,0,2,1,6,1,5,11,1,1,1,1,3,4514450,48,1254000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,27,2,14.041849000175002,1,1
21,1,2,1,7,1,6,2,1,1,1,1,4,4514450,48,1383140,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,3,2,14.139866834735423,1,0
19,1,2,2,6,1,5,11,1,1,1,1,5,4514450,48,500000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,2,2,13.122363377404328,1,0
37,1,2,4,6,1,5,10,6,2,1,1,8,4514450,60,800000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,10,media,21,2,13.592367006650065,0,0
39,0,2,1,7,1,6,3,6,1,1,1,7,4514450,98,991333.4375,3,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,20.5,2,13.80680622241146,1,1
19,1,2,2,6,1,5,11,1,1,1,1,3,4514451,70,300000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,2,2,12.611537753638338,1,0
59,1,4,1,7,1,6,4,6,1,1,1,1,4514452,48,7984166.5,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13,terciaria,40,4,15.892970950964408,1,0
53,0,4,1,7,1,6,5,6,1,1,1,2,4514452,48,972394.1875,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,33.5,4,13.787516543927836,1,1
51,0,4,2,7,1,6,13,1,1,1,1,2,4514453,63,12000000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,17.5,terciaria,27.5,4,16.300417207752275,1,1
50,1,4,4,7,1,6,5,1,2,1,1,3,4514453,60,2500000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,30.5,4,14.73180128983843,1,0
31,1,4,1,7,1,6,5,6,1,1,1,3,4514454,48,2683333.25,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,11.5,4,14.802570329670734,1,0
56,0,4,5,7,1,6,3,1,2,1,1,2,4514454,30,3000000,3,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,37.5,4,14.914122846632385,1,1
58,1,4,5,7,1,6,3,1,2,1,1,1,4514454,40,3000000,3,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,39.5,4,14.914122846632385,1,0
28,0,4,1,7,1,6,5,1,1,1,1,4,4514454,36,1623333.375,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,8.5,4,14.299992232058013,1,1
50,0,3,4,6,1,5,11,4,2,1,1,2,4514455,40,600000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,33,3,13.304684934198283,1,1
26,1,3,1,7,1,6,5,1,1,1,1,3,4514456,48,1300000,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,6.5,3,14.077874822431765,1,0
46,0,3,4,5,1,4,9,1,2,1,1,2,4514456,40,450000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,9,secundaria,31,3,13.017002861746503,0,1
58,1,3,4,3,1,3,1,1,2,1,1,1,4514456,48,900000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,1,primaria,51,3,13.710150042306449,0,0
57,0,2,2,7,1,6,7,4,1,1,1,2,4514457,40,1550000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,14.5,terciaria,36.5,2,14.253765488895429,1,1
49,0,3,1,7,1,6,3,6,1,1,1,1,4514458,60,600000,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,30.5,3,13.304684934198283,1,1
58,0,2,2,7,1,6,2,6,1,1,1,1,4514459,48,3375000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,40,2,15.031905882288767,1,1
55,0,3,4,5,1,4,8,4,2,1,1,1,4514460,40,400000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,8,secundaria,41,3,12.89921982609012,0,1
25,1,3,1,6,1,5,11,6,1,1,1,2,4514460,48,883357,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,8,3,13.691484701388214,1,0
29,0,2,4,4,1,3,5,1,2,1,1,2,4514461,70,600000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,18,2,13.304684934198283,0,1
36,1,2,4,6,1,5,10,1,2,1,1,1,4514461,54,800000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,10,media,20,2,13.592367006650065,0,0
51,0,3,4,4,1,3,5,4,2,1,1,2,4514462,45,360000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,40,3,12.793859310432293,0,1
26,0,3,1,7,1,6,5,1,1,1,1,1,4514463,48,2654000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,6.5,3,14.79157849387429,1,1
57,0,1,4,1,1,1,0,1,2,1,1,2,4514465,66,150000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,0,ninguno,51,1,11.918390573078392,0,1
51,1,3,1,6,1,5,11,6,2,1,1,1,4514466,48,1500000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,34,3,14.22097566607244,1,0
45,1,3,1,6,1,5,11,1,1,1,1,1,4514467,70,781000,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,28,3,13.568330428821824,1,0
38,1,2,1,6,1,5,11,1,1,1,1,1,4514468,48,916666.6875,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,21,2,13.728499203701917,1,0
39,1,1,4,7,1,6,6,1,1,1,1,1,4514469,72,1500000,1,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,14,terciaria,19,1,14.22097566607244,1,0
36,1,3,2,7,1,6,6,1,1,1,1,1,4514470,54,5287500,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,14,terciaria,16,3,15.48085610233667,1,0
20,1,1,1,5,1,4,9,6,2,1,1,3,4514471,50,500000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,9,secundaria,5,1,13.122363377404328,0,0
47,1,1,4,3,1,3,1,1,2,1,1,1,4514471,60,1300000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,1,primaria,40,1,14.077874822431765,0,0
49,0,1,4,5,1,4,7,4,2,1,1,2,4514471,24,300000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,7,secundaria,36,1,12.611537753638338,0,1
53,0,4,1,7,1,6,7,6,1,1,1,1,4514472,56,18000000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,14.5,terciaria,32.5,4,16.70588231586044,1,1
27,0,4,4,7,1,6,5,6,1,1,1,2,4514472,60,1500000,1,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,7.5,4,14.22097566607244,1,1
22,1,2,1,6,1,5,11,6,1,1,1,3,4514474,72,820857,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,5,2,13.618104195431933,1,0
50,0,2,4,5,1,4,7,4,2,1,1,2,4514474,36,150000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,7,secundaria,37,2,11.918390573078392,0,1
46,1,1,1,4,1,3,5,6,1,1,1,1,4514475,48,820857,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,35,1,13.618104195431933,0,0
42,1,1,4,5,1,4,7,6,2,1,1,1,4514476,48,800000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,7,secundaria,29,1,13.592367006650065,0,0
18,1,1,1,6,1,5,10,1,1,1,1,2,4514476,54,862357,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,10,media,2,1,13.667424617040345,0,0
27,0,2,1,6,1,5,11,1,1,1,1,2,4514477,48,849857,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,10,2,13.652823379019237,1,1
52,0,2,1,7,1,6,2,1,1,1,1,1,4514477,48,1226473.375,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,34,2,14.019653434332541,1,1
64,1,1,4,5,1,4,6,1,2,1,1,1,4514478,40,90000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,6,secundaria,52,1,11.407564949312402,0,0
55,0,2,3,6,1,5,10,1,2,1,1,1,4514479,48,250000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,10,media,39,2,12.429216196844383,0,1
37,1,2,1,7,1,6,2,1,1,1,1,1,4514480,48,1300000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,19,2,14.077874822431765,1,0
46,0,2,4,7,1,6,3,1,1,1,1,2,4514480,48,800000,1,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,27.5,2,13.592367006650065,1,1
63,1,1,1,3,1,3,3,1,1,1,1,1,4514481,48,833333.3125,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,3,primaria,54,1,13.633188976170318,0,0
49,0,2,3,4,1,3,5,1,2,1,1,1,4514483,30,600000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,38,2,13.304684934198283,0,1
22,1,2,1,6,1,5,11,1,2,1,1,2,4514483,48,850000,3,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,5,2,13.652991628466498,1,0
44,1,2,1,7,1,6,3,1,1,1,1,3,4514484,48,975000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,25.5,2,13.790192749979985,1,0
23,1,1,1,6,1,5,11,1,1,1,1,3,4514485,48,850023.6875,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,6,1,13.653019495725262,1,0
28,1,1,1,3,1,3,2,1,2,1,1,2,4514485,60,700000,5,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,2,primaria,20,1,13.458835614025542,0,0
41,1,1,1,5,1,4,9,1,1,1,1,1,4514488,48,820857,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,9,secundaria,26,1,13.618104195431933,0,0
45,1,2,1,6,1,5,11,6,1,1,1,1,4514489,48,1087140,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,28,2,13.899060952658209,1,0
44,0,2,1,6,1,5,11,6,1,1,1,2,4514489,45,1025640,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,27,2,13.840827365948064,1,1
40,1,2,1,7,1,6,2,1,1,1,1,1,4514490,50,1266666.625,3,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,22,2,14.051899303133768,1,0
34,0,2,1,7,1,6,2,1,1,1,1,2,4514490,45,1132300,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,16,2,13.939761520302131,1,1
26,1,3,1,6,1,5,11,1,1,1,1,1,4514491,60,866690.3125,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,9,3,13.672436997605255,1,0
23,0,3,1,6,1,5,11,1,1,1,1,2,4514491,40,941357,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,6,3,13.755077730254174,1,1
44,1,3,1,4,1,3,5,1,2,1,1,1,4514492,45,800000,3,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,33,3,13.592367006650065,0,0
20,0,3,1,6,1,5,11,1,2,1,1,6,4514494,48,900000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,3,3,13.710150042306449,1,1
44,1,3,1,4,1,3,5,6,1,1,1,1,4514494,48,911333.4375,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,33,3,13.722664121899305,0,0
20,1,3,1,5,1,4,8,6,2,1,1,7,4514494,50,900000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,8,secundaria,6,3,13.710150042306449,0,0
21,1,3,1,6,1,5,11,6,1,1,1,5,4514494,48,1316473.375,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,4,3,14.090467033634994,1,0
24,1,3,4,7,1,6,5,1,1,1,1,1,4514496,40,2800000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,4.5,3,14.845129975145433,1,0
38,0,2,1,6,1,5,11,4,2,1,1,2,4514497,28,500000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,21,2,13.122363377404328,1,1
43,1,2,1,6,1,5,11,1,2,1,1,1,4514497,40,800000,4,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,26,2,13.592367006650065,1,0
32,1,2,1,6,1,5,11,1,1,1,1,1,4514498,48,1000000,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,15,2,13.815510557964274,1,0
44,0,2,4,6,1,5,11,1,2,1,1,1,4514499,38,500000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,27,2,13.122363377404328,1,1
51,0,2,3,4,1,3,5,1,1,1,1,1,4514500,50,1095690.25,1,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,40,2,13.906895087932792,0,1
19,0,2,1,6,1,5,11,6,2,1,1,2,4514500,24,160000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,2,2,11.982929094215963,1,1
38,0,2,1,4,1,3,5,6,1,1,1,1,4514501,60,1166473.375,3,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,27,2,13.969495545493894,0,1
43,1,2,1,4,1,3,5,1,1,1,1,2,4514501,54,754383.6875,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,32,2,13.533656386923381,0,0
54,1,2,1,6,1,5,11,1,1,1,1,1,4514502,40,920857,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,37,2,13.733060037167228,1,0
67,0,2,4,5,1,4,6,4,2,1,1,1,4514503,30,500000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,6,secundaria,55,2,13.122363377404328,0,1
21,1,2,1,6,1,5,11,1,1,1,1,1,4514507,48,737717,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,4,2,13.511315561204945,1,0
43,0,2,3,6,1,5,11,6,1,1,1,1,4514511,50,882333.4375,1,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,26,2,13.6903253105993,1,1
43,0,2,5,7,1,6,2,1,2,1,1,1,4514512,75,1000000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,25,2,13.815510557964274,1,1
37,0,2,1,4,1,3,5,1,2,1,1,3,4514512,40,300000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,26,2,12.611537753638338,0,1
24,0,2,1,7,1,6,3,3,2,1,1,2,4514512,30,240000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,5.5,2,12.388394202324129,1,1
43,0,2,1,6,1,5,11,1,1,1,1,2,4514514,46,1080857,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,26,2,13.893264802949554,1,1
43,1,2,1,7,1,6,3,1,1,1,1,1,4514514,48,1270333.375,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,24.5,2,14.054789923987677,1,0
33,1,2,1,6,1,5,11,1,2,1,1,1,4514515,50,800000,3,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,16,2,13.592367006650065,1,0
32,0,2,1,7,1,6,8,1,1,1,1,2,4514516,40,3075000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,15,terciaria,11,2,14.938815459222756,1,1
52,1,2,1,6,1,5,11,1,1,1,1,1,4514518,48,1737140,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,35,2,14.367750640708786,1,0
23,0,2,1,7,1,6,5,6,1,1,1,3,4514518,43,1166473.375,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,3.5,2,13.969495545493894,1,1
35,1,1,1,6,1,5,11,1,1,1,1,1,4514519,72,859193.4375,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,18,1,13.663749364788574,1,0
23,0,1,1,6,1,5,11,1,1,1,1,1,4514520,48,911333.4375,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,6,1,13.722664121899305,1,1
21,0,1,1,7,1,6,2,1,2,1,1,3,4514521,72,800000,4,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,3,1,13.592367006650065,1,1
41,0,2,1,7,1,6,2,1,1,1,1,2,4514538,84,1441333.5,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12,terciaria,23,2,14.181079284706792,1,1
54,1,2,1,5,1,4,7,1,1,1,1,1,4514538,48,882333.4375,3,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,7,secundaria,41,2,13.6903253105993,0,0
23,1,4,1,7,1,6,5,1,1,1,1,4,4514542,48,2166666.75,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,3.5,4,14.588700484659293,1,0
27,1,4,4,7,1,6,8,6,1,1,1,3,4514542,48,4600000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,15,terciaria,6,4,15.341566861459324,1,0
57,1,2,1,6,1,5,11,1,2,1,1,1,4514549,40,800000,2,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,40,2,13.592367006650065,1,0
35,0,2,4,7,1,6,3,1,1,1,1,1,4514565,60,660000,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,16.5,2,13.399995114002609,1,1
33,0,5,1,7,1,6,9,1,1,1,1,1,4521221,32,10000000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,15.5,terciaria,11.5,5,16.11809565095832,1,1
63,1,3,3,6,1,5,11,1,2,1,1,2,4521222,40,600000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,46,3,13.304684934198283,1,0
41,1,5,1,7,1,6,5,1,1,1,1,1,4521223,48,16000000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,21.5,5,16.588099280204055,1,0
38,0,5,1,7,1,6,5,1,1,1,1,2,4521223,48,8750000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,18.5,5,15.984564258333798,1,1
28,1,5,4,7,1,6,8,6,1,1,1,3,4521225,40,3500000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,15,terciaria,7,5,15.068273526459642,1,0
45,1,3,4,6,1,5,11,1,1,1,1,2,4521226,45,2163000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,28,3,14.587006704935195,1,0
49,0,3,3,5,1,4,8,1,2,1,1,1,4521228,48,900000,1,1,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,8,secundaria,35,3,13.710150042306449,0,1
54,1,3,1,7,1,6,3,1,1,1,1,1,4521229,48,2200000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,35.5,3,14.603967918328545,1,0
27,1,3,1,7,1,6,5,1,1,1,1,3,4521229,50,1383140,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,7.5,3,14.139866834735423,1,0
47,1,3,1,4,1,3,5,1,1,1,1,1,4521231,48,737717,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,36,3,13.511315561204945,0,0
24,0,3,1,7,1,6,3,1,1,1,1,3,4521231,48,1150000,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,12.5,terciaria,5.5,3,13.955272500339433,1,1
62,1,2,1,4,1,3,5,4,1,1,1,2,4521232,48,900000,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,51,2,13.710150042306449,0,0
44,1,2,1,6,1,5,11,4,1,1,1,3,4521232,60,1120000,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,27,2,13.928839243271277,1,0
42,1,3,1,7,1,6,5,1,1,1,1,2,4521233,48,2708333.25,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,22.5,3,14.811843966742734,1,0
63,1,2,1,4,1,3,5,6,1,1,1,1,4521234,48,882333.4375,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,5,primaria,52,2,13.6903253105993,0,0
33,0,2,1,7,1,6,5,1,1,1,1,3,4521234,48,1166473.375,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,13.5,terciaria,13.5,2,13.969495545493894,1,1
34,1,3,4,7,1,6,7,1,1,1,1,1,4521236,40,6500000,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,14.5,terciaria,13.5,3,15.687312734865866,1,0
50,0,3,1,5,1,4,6,1,1,1,1,1,4521237,48,804383.6875,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,6,secundaria,38,3,13.597831657585006,0,1
30,0,3,1,7,1,6,7,6,1,1,1,2,4521237,48,1083333.375,4,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,14.5,terciaria,9.5,3,13.895553304099348,1,1
40,1,2,1,6,1,5,11,1,1,1,1,1,4521239,48,1207423.625,5,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,11,media,23,2,14.003999411990868,1,0
34,0,2,1,5,1,4,9,4,1,1,1,2,4521239,25,671373.3125,2,0,1,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_1.html,9,secundaria,19,2,13.417080613706185,0,1
